,sent,category,plant,genus,species,plant_group,category_int
202,"The leaves are needle-like, flattened, 3–6 cm (1+1⁄8–2+3⁄8 in) long and 2 millimetres (3⁄32 in) wide by 0.5 mm thick, glossy dark green above, with two green-white bands of stomata below, and slightly notched at the tip.",Description,,Abies,grandis,,5
203,"The leaf arrangement is spiral on the shoot, but with each leaf variably twisted at the base so they all lie in two more-or-less flat ranks on either side of the shoot.",Description,,Abies,grandis,,5
204,"On the lower leaf surface, two green-white bands of stomata are prominent.",Description,,Abies,grandis,,5
205,"The base of each leaf is twisted a variable amount so that the leaves are nearly coplanar.

",Description,,Abies,grandis,,5
206,"The green-to-reddish cones are 6–12 cm (2+1⁄4–4+3⁄4 in) long and 3.5–4.5 cm (1+1⁄2–1+3⁄4 in) broad, with about 100–150 scales; the scale bracts are short, and hidden in the closed cone.",Description,,Abies,grandis,,5
207,The winged seeds are released when the cones disintegrate at maturity about 6 months after pollination.,Description,,Abies,grandis,,5
208,"Abies lasiocarpa is a medium-sized evergreen conifer with a very narrow conic crown, growing to 20 metres (66 ft) tall, exceptionally 40–50 m (130–160 ft), with a trunk up to 1 m (3 ft 3 in) thick, exceptionally 2.1 m (6 ft 11 in).",Description,,Abies,lasiocarpa,,5
209,"The bark on young trees is smooth, gray, and with resin blisters, becoming rough and fissured or scaly on old trees.",Description,,Abies,lasiocarpa,,5
210,The lowest branches can be observed growing 1 m (3 ft 3 in) above ground level.,Description,,Abies,lasiocarpa,,5
211,"The leaves are flat and needle-like, 1.5–3 centimetres (5⁄8–1+1⁄8 in) long, glaucous green above with a broad stripe of stomata, and two blue-white stomatal bands below; the fresh leaf scars are reddish (tan on the inland variety).",Description,,Abies,lasiocarpa,,5
212,"They are arranged spirally on the shoot, but with the leaf bases twisted to be arranged to the sides of and above the shoot, with few or none below the shoot.",Description,,Abies,lasiocarpa,,5
213,"The cones are erect, 6–12 cm (2+1⁄4–4+3⁄4 in) long, dark purple with fine yellow-brown pubescence, ripening brown and disintegrating to release the winged seeds in early fall.",Description,,Abies,lasiocarpa,,5
214,"Abies lasiocarpa, the subalpine fir or Rocky Mountain fir, is a western North American fir tree.",Summary,,Abies,lasiocarpa,,17
215,"Abies magnifica is a large evergreen tree typically up to 40–60 metres (130–200 ft) tall and 2 m (6 ft 7 in) trunk diameter, rarely to 76.5 m (251 ft) tall and 3 m (9 ft 10 in) diameter, with a narrow conic crown.",Description,,Abies,magnifica,,5
216,"The bark on young trees is smooth, grey, and has resin blisters, becoming orange-red, rough and fissured on old trees.",Description,,Abies,magnifica,,5
217,"The leaves are needle-like, 2–3.5 centimetres (3⁄4–1+1⁄2 in) long, glaucous blue-green above and below with strong stomatal bands, and an acute tip.",Description,,Abies,magnifica,,5
218,"They are arranged spirally on the shoot, but twisted slightly S-shaped to be upcurved above the shoot.
",Description,,Abies,magnifica,,5
219,"The cones are erect, 9–21 cm (3+1⁄2–8+1⁄4 in) long, yellow-green (occasionally purple), ripening brown and disintegrating to release the winged seeds in fall.",Description,,Abies,magnifica,,5
220,"Abies magnifica, the red fir or silvertip fir, is a western North American fir, native to the mountains of southwest Oregon and California in the United States.",Summary,,Abies,magnifica,,17
221,"It is a high-elevation tree, typically occurring at 1,400–2,700 metres (4,600–8,900 ft) elevation, though only rarely reaching tree line.",Summary,,Abies,magnifica,,17
222,The name red fir derives from the bark color of old trees.,Summary,,Abies,magnifica,,17
223,"Abies procera, the noble fir, also called red fir and Christmas tree, is a species of fir native to the Cascade Range and Pacific Coast Ranges of the northwestern Pacific Coast of the United States.",Summary,,Abies,procera,,17
224,"It occurs at altitudes of 300–1,500 meters (980–4,920 ft).

",Summary,,Abies,procera,,17
225,Acacia farnesiana var.,Population Differences,,Vachellia,farnesiana,,12
226,guanacastensis is primarily distinguished by larger leaflets.,Population Differences,,Vachellia,farnesiana,,12
227,"It remains controversial; most taxonomic authorities in Mexico and Central America recognise this taxon as a full species under either A. guanacastensis or Vachellia guanacastensis, the Árboles nativos e introduciados de El Salvador of 2009 subsumed it under Acacia farnesiana.",Population Differences,,Vachellia,farnesiana,,12
228,"It is recognised as present in Costa Rica, El Salvador, Guatemala, Nicaragua, and the southern Gulf and southwestern regions of Mexico by the Kew World Checklist of Selected Plant Families (2018), but whether the taxon as recognised by the different authorities replaces Acacia farnesiana in Central America (but not the Caribbean or South America) or exists sympatrically remains unclear.",Population Differences,,Vachellia,farnesiana,,12
229,"This has implications for the classification of the extra-American distribution of A. farnesiana as the populations growing in Australia and the Philippines have recently (2017) been shown to derive from ancient Central American origins.
",Population Differences,,Vachellia,farnesiana,,12
230,"Acacia pinetorum, the pineland acacia or pineland wattle, is also disputed.",Population Differences,,Vachellia,farnesiana,,12
231,"The International Legume Database and Information Service continues to recognise A. pinetorum, while the U.S. Department of Agriculture recognises V. farnesiana var.",Population Differences,,Vachellia,farnesiana,,12
232,pinetorum.,Population Differences,,Vachellia,farnesiana,,12
233,"In France, two old cultivars have been developed for the perfume industry.",Population Differences,,Vachellia,farnesiana,,12
234,These were also recognised as varieties at one time.,Population Differences,,Vachellia,farnesiana,,12
235,"According to David Douglas, who was guided to the (exceptionally thick) tree specimen he was looking for by a Native American, some tribes ate the sweetish seeds.",Special Uses,,Pinus,lambertiana,,16
236,"These were eaten raw and roasted, and also used to make flour or pulverized into a spread.",Special Uses,,Pinus,lambertiana,,16
237,Native Americans also ate the inner bark.,Special Uses,,Pinus,lambertiana,,16
238,"The sweet sap or pitch was consumed, in small quantities due to its laxative properties, but could also be chewed as gum.",Special Uses,,Pinus,lambertiana,,16
239,Its flavor is thought largely to be derived from the pinitol it contains.,Special Uses,,Pinus,lambertiana,,16
240,"In the mid-19th century, the trees were used liberally as lumber during the California Gold Rush.",Special Uses,,Pinus,lambertiana,,16
241,"In modern times they are used in much lower quantities, being spared for high-end products as with Western white pine.",Special Uses,,Pinus,lambertiana,,16
242,"The odorless wood is also preferred for packing fruit, as well as storing drugs and other goods.",Special Uses,,Pinus,lambertiana,,16
243,Its straight grain also makes it a useful organ pipe material.,Special Uses,,Pinus,lambertiana,,16
244,"Acer circinatum, the vine maple, is a species of maple native to western North America.

",Summary,,Acer,circinatum,,17
245,Acer floridanum (syn.,Summary,,Acer,floridanum,,17
246,Acer saccharum subsp.,Summary,,Acer,floridanum,,17
247,floridanum (Chapm.),Summary,,Acer,floridanum,,17
248,"Desmarais, Acer barbatum auct.",Summary,,Acer,floridanum,,17
249,"non Michx.), commonly known as the Florida maple and occasionally as the southern sugar maple or hammock maple, is a tree that occurs in mesic and usually calcareous woodlands of the Atlantic and Gulf coastal plain in the United States, from southeastern Virginia in the north, south to central Florida, and west to Oklahoma and Texas and also common in south Illinois and Missouri

",Summary,,Acer,floridanum,,17
250,"Acer glabrum is a small tree growing to 6–9 metres (20–30 feet) tall, exceptionally 12 m (39 ft), with a trunk around 13 centimetres (5 inches) in diameter, exceptionally around 25 cm (10 in).",Description,,Acer,glabrum,,5
251,"The leaves are 2–13 cm (3⁄4–5 in) broad, three-lobed (rarely five-lobed), variable in the depth of lobing, occasionally so deeply lobed as to be divided into three leaflets; the lobes have an acute apex and a coarsely serrated margin.",Description,,Acer,glabrum,,5
252,"The flowers are produced in corymbs of five to ten, yellowish-green, at the same time as the new leaves in spring.",Description,,Acer,glabrum,,5
253,"The fruit is a samara or winged seed, which develops in fused pairs at an angle of less than 45° when mature, though some varieties spread out to 90°.",Description,,Acer,glabrum,,5
254,"Acer glabrum is a species of maple native to western North America, from southeastern Alaska, British Columbia and western Alberta, east to western Nebraska, and south through Washington, Oregon, Idaho, Montana and Colorado to California, Arizona, Utah, and New Mexico.",Summary,,Acer,glabrum,,17
255,"Acer glabrum is plentiful in many parts of the Rocky Mountains, Cascade Mountains, Olympic Mountains and the Sierra Nevada, often growing with ponderosa pine, Douglas-fir, and quaking aspen.",Habitat,,Acer,glabrum,,8
256,It can be found in dry rocky areas.,Habitat,,Acer,glabrum,,8
257,"Acer grandidentatum, commonly called bigtooth maple, is a species of maple native to interior western North America.",Summary,,Acer,grandidentatum,,17
258,It occurs in scattered populations from western Montana to central Texas in the United States and south to Coahuila in northern Mexico.,Summary,,Acer,grandidentatum,,17
259,"Acer leucoderme (English: chalk maple; also whitebark maple, pale-bark maple and sugar maple) is a deciduous tree native to the southeastern United States from North Carolina south to northwest Florida and west to eastern Texas.",Summary,,Acer,leucoderme,,17
260,"It lives in the understory in moist, rocky soils on river banks, ravines, woods, and cliffs.",Summary,,Acer,leucoderme,,17
261,"Although generally an uncommon tree, it is most often found in the inner coastal plain and Piedmont regions of Georgia.

",Summary,,Acer,leucoderme,,17
262,Acer leucoderme can be found from North Carolina south into Florida and west to Texas.  ,Habitat,,Acer,leucoderme,,8
263,"Acer leucoderme is an understory tree that is capable of surviving in poor soil conditions and grows on cliffs, along the banks of rivers, and in ravines.  ",Habitat,,Acer,leucoderme,,8
264,"Though a relatively uncommon species, the IUCN Red List categorized A. leucoderme as Least Concern with a stable population.",Habitat,,Acer,leucoderme,,8
265,"Acer leucoderme is primarily used as an ornamental tree, though it has been used as a minor timber, tree.",Special Uses,,Acer,leucoderme,,16
266,Acer leucoderme is well-suited for the warmer and drier climates of the upland regions of the southeastern United States.  ,Cultivation,,Acer,leucoderme,,4
267,"Because A. leucoderme does not require rich soil in which to grow, it can be a viable option for planting in urban environments.  ",Cultivation,,Acer,leucoderme,,4
268,"Acer leucoderme can be grown as a shade tree or reclamation plant up through USDA plant hardiness zone 5B, far north of its natural range.  ",Cultivation,,Acer,leucoderme,,4
269,The tree is highly shade- and drought-tolerant.  ,Cultivation,,Acer,leucoderme,,4
