text,category,plant,genus,species,plant_group,category_int
"The term bristlecone pine covers three species of pine tree (family Pinaceae, genus Pinus, subsection Balfourianae). All three species are long-lived and highly resilient to harsh weather and bad soils. One of the three species, Pinus longaeva, is among the longest-lived life forms on Earth. The oldest of this species is more than 4,800 years old, making it the oldest known individual of any species.
Despite their potential age and low reproductive rate, bristlecone pines, particularly Pinus longaeva, are usually a first-succession species, tending to occupy new open ground. They generally compete poorly in less-than-harsh environments, making them hard to cultivate. In gardens, they succumb quickly to root rot. They do very well, however, where most other plants cannot even grow, such as in rocky dolomitic soils in areas with virtually no rainfall.Bristlecone pines grow in scattered subalpine groves at high altitude in arid regions of the Western United States. Bristlecones, along with all related species in class Pinopsida, are cone-bearing seed plants commonly known as conifers; the name comes from the prickles on the female cones.",Summary,Bristlecone pine,,,,17
"The terms under which the New York Stock Exchange was formed are called the ""Buttonwood Agreement,"" because it was signed under a buttonwood (sycamore) tree at 68 Wall Street, New York City in 1792.
The sycamore made up a large part of the forests of Greenland and Arctic America during the Cretaceous and Tertiary periods.  It once grew abundantly in central Europe, from which it has now disappeared. It was brought to Europe early in the 17th century.",Life History,,Platanus,occidentalis,,10
"The thick bark provides resistance to wildfires, and the species regenerates well on disrupted land in a variety of soils, but requires consistent moisture. It is shade tolerant, but not so much so as competing species western hemlock and white fir. The old-growth population near Coos Bay, Oregon, was wiped out by logging and wildfires in 1867–1868, and again by fire and root disease in 1936.",Ecology,,Chamaecyparis,lawsoniana,,6
"The three remaining wild stands of var. radiata (Monterey pine proper) are infected and under threat of extirpation from pine pitch canker caused by Fusarium circinatum, a fungal disease native to the southeast United States and found (in 1986) to have been introduced to California. When trees begin to die of the disease, they attract bark beetles which provide a pathway for infection of other trees. In some stands, 80–90% of trees are infected. If the disease is introduced in agroforestry areas dependent upon P. radiata, such as New Zealand, it could have catastrophic effects in those countries as well.Sphaeropsis blight (Diplodia pinea) infects P. radiata in California and causes serious damage to plantations of the species in New Zealand, Australia and South Africa, especially after hail damage to growing tips.",Threats,,Pinus,radiata,,19
"The three varieties are:
A. a. var. alnifolia. Northeastern part of the species' range.
A. a. var. pumila (Nutt.) A.Nelson. Rocky Mountains, Sierra Nevada.
A. a. var. semiintegrifolia (Hook.) C.L.Hitchc. Pacific coastal regions, Alaska to northwestern California.",Hybrids,,Amelanchier,alnifolia,,9
"The timber is not of much importance commercially, and is not found anywhere in great quantity. Macoun considered it more durable than that of the other elms, and better suited for railway ties, fence-posts, and rails, while Pinchot recommended planting it in the Mississippi valley, as it grows fast in youth, and could be utilized for fence-posts when quite young, since the sapwood, if thoroughly dried, is quite as durable as the heartwood. The wood is also used for the hubs of wagon wheels, as it is very shock resistant owing to the interlocking grain. The wood, as 'red elm', is sometimes used to make bows for archery. The yoke of the Liberty Bell, a symbol of the independence of the United States, was made from slippery elm.",Special Uses,,Ulmus,rubra,,16
"The Torrey pine (Pinus torreyana) is a rare pine species in California, United States. It is a critically endangered species growing only in coastal San Diego County, and on Santa Rosa Island, offshore from Santa Barbara in Santa Barbara County. The Torrey pine is endemic to the California coastal sage and chaparral ecoregion.",Summary,,Pinus,torreyana,,17
"The Torrey pine (Pinus torreyana) is a rare pine species in California, United States. It is a critically endangered species growing only in coastal San Diego County, and on Santa Rosa Island, offshore from Santa Barbara in Santa Barbara County. The Torrey pine is endemic to the California coastal sage and chaparral ecoregion.",Summary,Torrey pine,,,,17
"The tough, fibrous inner bark of the pawpaw was used by Native Americans and settlers in the Midwest for making ropes, fishing nets, and mats, and for stringing fish.Pawpaw logs have been used for split-rail fences in Arkansas.The hard, brown, shiny lima-bean-sized seeds were sometimes carried as pocket pieces in Ohio.",Special Uses,,Asimina,triloba,,16
The tree bark has traditionally been used by Native Americans to make little dishes for gathering whortleberries.,Special Uses,,Platanus,occidentalis,,16
"The tree benefits from annual precipitation exceeding 150 centimeters (59 in), particularly in deep snow though with temperatures not often dropping below −18 °C (0 °F). Snow tends not to break the flexible branches. It is shade tolerant, but less so than associated mountain hemlock and Pacific silver fir, and grows slowly. Anti-fungal chemicals within the tree aid in its longevity. It is also rarely afflicted by insects, although is susceptible to heart rot.In Alaska, where the tree is primarily referred to as ""yellow cedar,"" extensive research has been conducted into large-scale die-offs of yellow cedar stands. These studies have concluded that the tree has depended upon heavy coastal snowpacks to insulate its shallow roots from cold Arctic winters. The impacts of climate change have resulted in thinner, less-persistent snowpacks, in turn causing increased susceptibility to freeze damage.  This mortality has been observed over 7% of the species range, covering approximately 10 degrees of latitude from northern southeast Alaska to southern British Columbia. Substantial future mortality is likely due to warming temperatures and decreasing snowpacks. The U.S. Fish & Wildlife Service is reviewing whether to designate the species as threatened or endangered.",Ecology,,Callitropsis,nootkatensis,,6
